Name,Year_of_Release,Genre,Publisher,Critic_Score,ESRB_Rating,Global_Sale
Battlefield 4,2013,Shooter,Electronic Arts,80,M,3.5
FIFA Soccer 2004,2003,Sports,Electronic Arts,84,E,3.49
Battlefield 4,2013,Shooter,Electronic Arts,79,M,3.49
Batman: Arkham Asylum,2009,Action,Eidos Interactive,92,T,3.49
Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,88,M,3.48
Gears of War: Ultimate Edition,2015,Shooter,Microsoft Game Studios,82,M,3.47
Mario & Sonic at the Olympic Winter Games,2009,Sports,Sega,,,3.46
Guitar Hero: On Tour,2008,Misc,Activision,71,E10+,3.46
Clubhouse Games,2006,Misc,Nintendo,83,E,3.45
Borderlands,2009,Shooter,Take-Two Interactive,84,M,3.44
Monster Hunter 4,2013,Role-Playing,Capcom,,,3.44
Assassins Creed Syndicate,2015,Action,Ubisoft,76,M,3.44
Tekken 4,2002,Fighting,Namco Bandai Games,79,T,3.44
Battlefield 1,2016,Shooter,Electronic Arts,87,M,3.44
Metal Gear Solid V: The Phantom Pain,2015,Action,Konami Digital Entertainment,93,M,3.43
Final Fantasy III,1994,Role-Playing,SquareSoft,,,3.42
Grand Theft Auto 2,1998,Action,Take-Two Interactive,70,T,3.42
Spider-Man 2,2004,Action,Activision,80,T,3.41
F-1 Race,1990,Racing,Nintendo,,,3.41
LittleBigPlanet 2,2011,Platform,Sony Computer Entertainment,91,E,3.4
LEGO Batman: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,76,E10+,3.4
FIFA Soccer 2003,2002,Sports,Electronic Arts,88,E,3.4
Crash Bash,2000,Misc,Sony Computer Entertainment,68,E,3.39
Destiny,2014,Shooter,Activision,75,T,3.38
Monster Hunter X,2015,Action,Capcom,,,3.37
Final Fantasy XV,2016,Role-Playing,Square Enix,82,T,3.37
WWF War Zone,1998,Fighting,Acclaim Entertainment,,,3.36
The Legend of Zelda: Majoras Mask,2000,Action,Nintendo,,,3.36
Far Cry 3,2012,Shooter,Ubisoft,90,M,3.35
Rugrats: Search For Reptar,1998,Adventure,THQ,,,3.34
Yokai Watch 2 Ganso/Honke,2014,Role-Playing,Nintendo,,,3.33
English Training: Have Fun Improving Your Skills!,2006,Misc,Nintendo,,,3.33
James Bond 007: Nightfire,2002,Shooter,Electronic Arts,77,T,3.33
Ratchet & Clank,2002,Platform,Sony Computer Entertainment,,,3.33
Star Wars Episode III: Revenge of the Sith,2005,Action,LucasArts,60,T,3.32
The Legend of Zelda: Spirit Tracks,2009,Action,Nintendo,87,E10+,3.31
Max Payne,2001,Shooter,Take-Two Interactive,80,M,3.31
Halo: The Master Chief Collection,2014,Shooter,Microsoft Game Studios,85,M,3.31
Assassins Creed IV: Black Flag,2013,Action,Ubisoft,86,M,3.31
Minecraft,2014,Misc,Microsoft Game Studios,,,3.3
The Lord of the Rings: The Return of the King,2003,Action,Electronic Arts,85,T,3.28
Super Mario Maker,2015,Platform,Nintendo,88,E,3.28
Gran Turismo 6,2013,Racing,Sony Computer Entertainment,81,E,3.28
True Crime: Streets of LA,2003,Action,Activision,77,M,3.27
Professor Layton and the Unwound Future,2008,Puzzle,Nintendo,86,E10+,3.26
FIFA 16,2015,Sports,Electronic Arts,84,E,3.26
Gran Turismo (PSP),2009,Racing,Sony Computer Entertainment,,,3.26
Madden NFL 16,2015,Sports,Electronic Arts,83,E,3.26
Wii Music,2008,Misc,Nintendo,63,E,3.25
Tekken,1995,Fighting,Sony Computer Entertainment,,,3.24
FIFA 17,2016,Sports,Electronic Arts,84,E,3.24
The Sims 4,2014,Simulation,Electronic Arts,70,T,3.23
007: Tomorrow Never Dies,1999,Shooter,Electronic Arts,,,3.21
Baseball,1983,Sports,Nintendo,,,3.2
WWF SmackDown! 2: Know Your Role,2000,Fighting,THQ,,,3.2
Killer Instinct,1995,Fighting,Nintendo,,,3.2
Dragon Quest VI: Maboroshi no Daichi,1995,Role-Playing,Enix Corporation,,,3.19
God of War: Chains of Olympus,2008,Action,Sony Computer Entertainment,91,M,3.18
L.A. Noire,2011,Adventure,Take-Two Interactive,89,M,3.18
Enter the Matrix,2003,Action,Atari,62,T,3.18
Crisis Core: Final Fantasy VII,2007,Role-Playing,Square Enix,83,T,3.18
Dance Central,2010,Misc,MTV Games,82,T,3.17
Ace Combat 04: Shattered Skies,2001,Simulation,Sony Computer Entertainment Europe,89,E,3.17
Animal Crossing: Happy Home Designer,2015,Simulation,Nintendo,66,E,3.16
Animal Crossing,2001,Simulation,Nintendo,87,E,3.15
FIFA Soccer 08,2007,Sports,Electronic Arts,83,E,3.14
Mario Party 9,2012,Misc,Nintendo,73,E,3.14
Club Penguin: Elite Penguin Force,2008,Adventure,Disney Interactive Studios,,E,3.14
Spider-Man,2000,Action,Activision,87,E,3.13
The Legend of Zelda: A Link Between Worlds,2013,Action,Nintendo,91,E,3.13
Need for Speed III: Hot Pursuit,1998,Racing,Electronic Arts,88,E,3.12
Star Wars Episode I Racer,1999,Racing,Nintendo,,,3.12
Sonic Rush,2005,Platform,Sega,82,E,3.12
Fallout: New Vegas,2010,Role-Playing,Bethesda Softworks,82,M,3.12
Dragon Warrior IV,1990,Role-Playing,Enix Corporation,,,3.12
Personal Trainer: Cooking,2006,Misc,Nintendo,81,E,3.12
Rhythm Heaven,2008,Misc,Nintendo,83,E,3.11
The Elder Scrolls IV: Oblivion,2007,Role-Playing,Ubisoft,93,M,3.1
Resident Evil 6,2012,Shooter,Capcom,74,M,3.1
Mass Effect 2,2010,Role-Playing,Electronic Arts,96,M,3.1
Dragon Ball Z: Budokai,2002,Fighting,Atari,67,T,3.09
Madden NFL 2002,2001,Sports,Electronic Arts,94,E,3.08
World Class Track Meet,1986,Sports,Namco Bandai Games,,,3.08
Donkey Kong,1994,Platform,Nintendo,,,3.07
The Sims: Vacation,2002,Simulation,Electronic Arts,75,T,3.07
LEGO Batman: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,74,E10+,3.07
LEGO Batman: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,72,E10+,3.05
Borderlands 2,2012,Shooter,Take-Two Interactive,89,M,3.05
Kung Fu Panda,2008,Action,Activision,75,E10+,3.05
Mass Effect 3,2012,Role-Playing,Electronic Arts,93,M,3.04
Saints Row 2,2008,Action,THQ,81,M,3.04
Heavy Rain,2010,Adventure,Sony Computer Entertainment,87,M,3.03
Rayman,1995,Platform,Ubisoft,,,3.03
Tom Clancys Splinter Cell,2002,Action,Ubisoft,93,T,3.02
FIFA 14,2013,Sports,Electronic Arts,87,E,3.02
Mike Tysons Punch-Out!!,1987,Fighting,Nintendo,,,3.02
WWE SmackDown! Shut Your Mouth,2002,Sports,THQ,,,3.02
NBA 2K13,2012,Sports,Take-Two Interactive,88,E,3.01
Killzone 2,2009,Shooter,Sony Computer Entertainment,91,M,3.01
Far Cry 3,2012,Shooter,Ubisoft,91,M,3.01
Epic Mickey,2010,Platform,Disney Interactive Studios,73,E,3
Dragon Ball Z: Budokai Tenkaichi 3,2007,Fighting,Atari,73,T,3
wwe Smackdown vs. Raw 2006,2005,Fighting,THQ,,,3
Star Fox,1993,Shooter,Nintendo,,,2.99
The Sims: Livin Large,2000,Misc,Electronic Arts,82,T,2.99
World Soccer Winning Eleven 6 International,2002,Sports,Konami Digital Entertainment,93,E,2.99
Devil May Cry,2001,Action,Capcom,94,M,2.99
Middle-Earth: Shadow of Mordor,2014,Action,Warner Bros. Interactive Entertainment,84,M,2.97
Star Wars: The Old Republic,2011,Role-Playing,Electronic Arts,85,T,2.97
Titanfall,2014,Shooter,Electronic Arts,86,M,2.96
Sonic Heroes,2003,Platform,Sega,64,E,2.96
Hitman 2: Silent Assassin,2002,Action,Eidos Interactive,85,M,2.96
Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,88,M,2.95
Wave Race 64,1996,Racing,Nintendo,,,2.94
SOCOM II: U.S. Navy SEALs,2003,Shooter,Sony Computer Entertainment,87,M,2.94
WWE SmackDown! vs. RAW 2006,2005,Fighting,THQ,,,2.94
Street Fighter IV,2009,Fighting,Capcom,93,T,2.94
Pac-Man Collection,2001,Puzzle,Atari,79,E,2.94
inFAMOUS,2009,Action,Sony Computer Entertainment,85,T,2.93
Call of Duty: Ghosts,2013,Shooter,Activision,78,M,2.93
FIFA 15,2014,Sports,Electronic Arts,,E,2.92
Kirby Super Star Ultra,2008,Platform,Nintendo,76,E,2.92
Super Mario World 2: Yoshis Island,2002,Platform,Nintendo,,,2.91
Mass Effect,2007,Role-Playing,Microsoft Game Studios,91,M,2.91
Sonic Mega Collection Plus,2004,Misc,Sega,73,E,2.9
World Soccer Winning Eleven 7 International,2003,Sports,Konami Digital Entertainment,93,E,2.9
Sega Superstars Tennis,2008,Sports,Sega,67,E10+,2.89
Hot Shots Golf 3,2001,Sports,Sony Computer Entertainment,85,E,2.89
Cooking Mama: Cook Off,2007,Simulation,505 Games,61,E,2.89
WarioWare: Smooth Moves,2006,Puzzle,Nintendo,83,E10+,2.89
Call of Duty: Finest Hour,2004,Shooter,Activision,76,T,2.89
Syphon Filter,1999,Shooter,Sony Computer Entertainment,90,T,2.88
Imagine: Babyz,2007,Simulation,Ubisoft,,E,2.87
Colin McRae Rally,1998,Racing,Codemasters,,,2.87
Mortal Kombat X,2015,Fighting,Warner Bros. Interactive Entertainment,83,M,2.86
Madden NFL 13,2012,Sports,Electronic Arts,81,E,2.86
The Elder Scrolls III: Morrowind,2002,Role-Playing,Ubisoft,87,T,2.86
Assassins Creed IV: Black Flag,2013,Action,Ubisoft,83,M,2.85
Yoshis Story,1997,Platform,Nintendo,,,2.85
F-Zero,1990,Racing,Nintendo,,,2.85
Command & Conquer: Red Alert,1996,Strategy,Virgin Interactive,,,2.85
Mortal Kombat,2011,Fighting,Warner Bros. Interactive Entertainment,84,M,2.85
Madden NFL 10,2009,Sports,Electronic Arts,85,E,2.83
WWE SmackDown! vs. Raw,2002,Fighting,THQ,,,2.83
BioShock,2007,Shooter,Take-Two Interactive,96,M,2.83
Metroid Prime,2002,Shooter,Nintendo,97,T,2.82
Assassins Creed: Brotherhood,2010,Action,Ubisoft,90,M,2.82
Finding Nemo,2003,Action,THQ,,E,2.82
Zumba Fitness 2,2011,Sports,Majesco Entertainment,,T,2.82
Myst,1994,Adventure,Red Or,,,2.81
Medal of Honor,2010,Shooter,Electronic Arts,75,M,2.81
Need for Speed: Most Wanted,2012,Racing,Electronic Arts,,,2.81
Imagine: Fashion Designer,2007,Simulation,Ubisoft,,E,2.8
inFAMOUS: Second Son,2014,Action,Sony Computer Entertainment,80,T,2.8
WWE SmackDown! Here Comes the Pain,2003,Fighting,THQ,,,2.8
Hot Shots Golf,1997,Sports,Sony Computer Entertainment,,,2.79
A Bugs Life,1998,Platform,Sony Computer Entertainment,,,2.79
WWF SmackDown! Just Bring It,2001,Fighting,THQ,,,2.79
Dragon Quest V: Tenkuu no Hanayome,1992,Role-Playing,Enix Corporation,,,2.79
Mortal Kombat Trilogy,1996,Fighting,GT Interactive,,,2.79
Monster Hunter Tri,2011,Role-Playing,Nintendo,,,2.79
NBA Street,2001,Sports,Electronic Arts,89,E,2.79
Jak II,2003,Platform,Sony Computer Entertainment,87,T,2.78
Ratchet & Clank: Going Commando,2003,Platform,Sony Computer Entertainment,,,2.78
Killzone 3,2011,Shooter,Sony Computer Entertainment,84,M,2.78
Need for Speed: Hot Pursuit,2010,Racing,Electronic Arts,89,E10+,2.78
Skylanders: Spyros Adventure,2011,Action,Activision,81,E10+,2.78
Battlefield 3,2011,Shooter,Electronic Arts,89,M,2.78
The Sims,2003,Simulation,Electronic Arts,83,T,2.77
Star Wars: The Force Unleashed,2008,Action,LucasArts,73,T,2.77
Saints Row: The Third,2011,Action,THQ,84,M,2.77
Yoshis Island DS,2006,Platform,Nintendo,81,E,2.76
Missile Command,1980,Shooter,Atari,,,2.76
Mario Paint,1992,Misc,Nintendo,,,2.75
Tekken 6,2009,Fighting,Namco Bandai Games,79,T,2.75
Pok\xc3\xa9mon Stadium 2,2000,Strategy,Nintendo,,,2.73
Sonic and the Secret Rings,2007,Platform,Sega,69,E,2.73
Metroid,1986,Action,Nintendo,,,2.73
FIFA 16,2015,Sports,Electronic Arts,,E,2.72
L.A. Noire,2011,Adventure,Take-Two Interactive,89,M,2.7
The Legend of Zelda: A Link to the Past,2002,Action,Nintendo,95,E,2.7
Onimusha: Warlords,2001,Action,Virgin Interactive,86,M,2.7
Mario Party,1998,Misc,Nintendo,,,2.7
Call of Duty 3,2006,Shooter,Activision,82,T,2.7
Madden NFL 12,2011,Sports,Electronic Arts,78,E,2.7
LEGO Star Wars II: The Original Trilogy,2006,Action,LucasArts,84,E10+,2.69
Killzone: Shadow Fall,2013,Shooter,Sony Computer Entertainment,73,M,2.69
Madden NFL 11,2010,Sports,Electronic Arts,84,E,2.69
Yokai Watch 2 Shinuchi,2014,Role-Playing,Level 5,,,2.68
Burnout 3: Takedown,2004,Racing,Electronic Arts,93,T,2.68
Professor Layton and the Last Specter,2009,Puzzle,Nintendo,83,E10+,2.67
Mortal Kombat,1992,Fighting,Arena Entertainment,,,2.67
Mario vs. Donkey Kong: Mini-Land Mayhem!,2010,Puzzle,Nintendo,79,E,2.67
Call Of Duty 2: Big Red One,2005,Shooter,Activision,77,T,2.67
Medal of Honor,1998,Shooter,Electronic Arts,92,T,2.67
Skate 3,2010,Sports,Electronic Arts,80,T,2.66
Fable,2004,Role-Playing,Microsoft Game Studios,85,M,2.66
Guitar Hero: World Tour,2008,Misc,Activision,85,T,2.66
Hannah Montana,2006,Action,Disney Interactive Studios,,E,2.65
Tom Clancys Splinter Cell,2003,Action,Ubisoft,89,T,2.65
Super Mario Bros.: The Lost Levels,1986,Platform,Nintendo,,,2.65
Need for Speed: Shift,2009,Racing,Electronic Arts,84,E,2.65
Star Wars: Shadows of the Empire,1996,Action,Nintendo,,,2.65
Medal of Honor Heroes,2006,Shooter,Electronic Arts,71,T,2.65
Final Fantasy XIII-2,2011,Role-Playing,Square Enix,79,T,2.63
Midnight Club: Street Racing,2000,Racing,Take-Two Interactive,78,T,2.63
Halo Wars,2009,Strategy,Microsoft Game Studios,82,T,2.63
NBA 2K12,2011,Sports,Take-Two Interactive,90,E,2.63
ESPN NFL 2K5,2004,Sports,Sega,90,E,2.62
FIFA Soccer 10,2009,Sports,Electronic Arts,90,E,2.62
Medal of Honor,2010,Shooter,Electronic Arts,74,M,2.62
Pac-Man: Adventures in Time,2006,Fighting,Sony Computer Entertainment,,,2.62
Harry Potter and the Chamber of Secrets,2002,Action,Electronic Arts,71,E,2.61
Streets of Rage,1990,Action,Sega,,,2.6
God of War Collection,2009,Action,Sony Computer Entertainment,91,M,2.6
LEGO Star Wars: The Complete Saga,2007,Action,LucasArts,80,E10+,2.59
NBA Live 2005,2004,Sports,Electronic Arts,84,E,2.59
FIFA Soccer 09,2008,Sports,Electronic Arts,87,E,2.59
Mario Strikers Charged,2007,Sports,Nintendo,79,E10+,2.58
Style Savvy,2008,Simulation,Nintendo,73,E,2.58
Super Mario All-Stars: Limited Edition,2010,Platform,Nintendo,,,2.58
WWE SmackDown vs. RAW 2007,2006,Fighting,THQ,80,T,2.58
Bloodborne,2015,Action,Sony Computer Entertainment,92,M,2.58
Ratchet & Clank: Up Your Arsenal,2004,Platform,Sony Computer Entertainment,,,2.57
Madden NFL 08,2007,Sports,Electronic Arts,78,E,2.57
Overwatch,2016,Shooter,Activision,90,T,2.57
Monster Hunter Freedom 2,2007,Role-Playing,Capcom,72,T,2.57
Madden NFL 13,2012,Sports,Electronic Arts,83,E,2.57
Ghostbusters: The Video Game (DS Version),2009,Action,Take-Two Interactive,,,2.57
Ratchet & Clank Future: Tools of Destruction,2007,Platform,Sony Computer Entertainment,,,2.56
Sonic Adventure 2 Battle,2001,Platform,Sega,73,E,2.56
Dragon Warrior II,1987,Role-Playing,Enix Corporation,,,2.56
Dragon Age: Origins,2009,Role-Playing,Electronic Arts,86,M,2.56
LittleBigPlanet,2009,Platform,Sony Computer Entertainment,87,E10+,2.55
Pok\xc3\xa9mon Colosseum,2003,Role-Playing,Nintendo,73,E,2.54
Madden NFL 09,2008,Sports,Electronic Arts,83,E,2.53
Space Invaders,1978,Shooter,Atari,,,2.53
Skylanders Giants,2012,Action,Activision,78,E10+,2.53
NBA 2K14,2013,Sports,Take-Two Interactive,87,E,2.52
Art Academy,2010,Misc,Nintendo,75,E,2.52
Crazy Taxi,2001,Racing,Acclaim Entertainment,80,T,2.52
Perfect Dark,2000,Action,Nintendo,,,2.52
Dragon Warrior,1986,Role-Playing,Capcom,,,2.52
Need for Speed (2015),2015,Racing,Electronic Arts,,,2.51
Deca Sports,2008,Sports,Konami Digital Entertainment,50,E,2.5
PES 2009: Pro Evolution Soccer,2008,Sports,Konami Digital Entertainment,,,2.5
Mario Party 2,1999,Misc,Nintendo,,,2.5
Marvel: Ultimate Alliance,2006,Role-Playing,Activision,82,T,2.5
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003,Action,Take-Two Interactive,,,2.49
Mortal Kombat: Deadly Alliance,2002,Fighting,Midway Games,79,M,2.49
Game Party,2007,Misc,Midway Games,25,E,2.48
Tomb Raider: The Last Revelation,1998,Action,Eidos Interactive,,,2.48
Mario Party 4,2002,Misc,Nintendo,70,E,2.47
Pure,2008,Racing,Disney Interactive Studios,85,E,2.47
Rock Band,2007,Misc,Electronic Arts,92,T,2.47
NBA 2K13,2012,Sports,Take-Two Interactive,90,E,2.47
Saints Row: The Third,2011,Action,THQ,82,M,2.47
Resistance 2,2008,Shooter,Sony Computer Entertainment,87,M,2.47
NBA 2K15,2014,Sports,Take-Two Interactive,83,E,2.46
Midnight Club: Los Angeles,2008,Racing,Take-Two Interactive,82,T,2.46
Final Fantasy Tactics,1997,Role-Playing,SquareSoft,83,T,2.45
Final Fantasy V,1992,Role-Playing,SquareSoft,,,2.45
Twisted Metal 2,1996,Racing,Sony Computer Entertainment,,,2.44
LEGO Harry Potter: Years 1-4,2010,Action,Warner Bros. Interactive Entertainment,79,E10+,2.43
The Sims: Bustin Out,2003,Simulation,Electronic Arts,81,T,2.43
Madden NFL 16,2015,Sports,Electronic Arts,84,E,2.43
Riven: The Sequel to Myst,1997,Adventure,Red Or,83,E,2.43
uDraw Studio,2010,Misc,THQ,71,E,2.42
Sonic Adventure,1998,Platform,Sega,,,2.42
Ice Hockey,1988,Sports,Nintendo,,,2.42
Tom Clancys Rainbow Six: Vegas 2,2008,Shooter,Ubisoft,82,M,2.42
Tomb Raider (2013),2013,Action,Square Enix,,,2.42
Need for Speed Carbon: Own the City,2006,Racing,Electronic Arts,73,E10+,2.42
Dragon Ball Z: Budokai 2,2003,Fighting,Atari,66,T,2.41
pro evolution soccer 2011,2010,Sports,Konami Digital Entertainment,77,E,2.41
ATV Offroad Fury,2001,Racing,Sony Computer Entertainment,82,E,2.41
Dino Crisis,1998,Action,Capcom,,,2.41
Need for Speed: ProStreet,2007,Racing,Electronic Arts,62,E10+,2.41
Halo: Combat Evolved Anniversary,2011,Shooter,Microsoft Game Studios,82,M,2.4
Tetris Plus,1996,Puzzle,JVC,,,2.4
Pro Wrestling,1987,Fighting,Nintendo,,,2.4
Theme Hospital,1997,Strategy,Electronic Arts,,K-A,2.4
Froggers Adventures: Temple of the Frog,2001,Adventure,Konami Digital Entertainment,73,E,2.39
Madden NFL 11,2010,Sports,Electronic Arts,83,E,2.39
Monopoly,1994,Misc,Hasbro Interactive,,,2.39
NBA 2K17,2016,Sports,Take-Two Interactive,88,E,2.39
Guitar Hero,2005,Misc,RedOctane,91,T,2.38
WCW/nWo Revenge,1998,Fighting,THQ,,,2.38
The Legend of Zelda: Majoras Mask 3D,2015,Action,Nintendo,89,E10+,2.38
Far Cry: Primal,2016,Action,Ubisoft,76,M,2.38
Yu-Gi-Oh! The Duelists of the Roses,2001,Misc,Konami Digital Entertainment,,,2.38
Dead Island,2011,Action,Deep Silver,71,M,2.37
Half-Life 2,2004,Shooter,Vivendi Games,96,M,2.37
The Incredibles,2004,Action,THQ,62,T,2.37
Zumba Fitness,2010,Sports,505 Games,42,E,2.37
Madden NFL 08,2007,Sports,Electronic Arts,85,E,2.37
Tony Hawks Underground 2,2004,Sports,Activision,83,T,2.37
NBA 2K16,2015,Sports,Take-Two Interactive,86,E10+,2.37
Madden NFL 10,2009,Sports,Electronic Arts,85,E,2.37
Kirbys Dream Land 2,1995,Platform,Nintendo,,,2.36
Midnight Club: Los Angeles,2008,Racing,Take-Two Interactive,81,T,2.36
Donkey Kong Land II,1996,Platform,Nintendo,,,2.35
Dragon Warrior Monsters,1998,Role-Playing,Eidos Interactive,,,2.35
Kinect: Disneyland Adventures,2011,Misc,Microsoft Game Studios,73,E10+,2.35
Guild Wars 2,2012,Action,NCSoft,90,T,2.34
WWE SmackDown vs Raw 2008,2007,Fighting,THQ,71,T,2.34
LEGO Indiana Jones: The Original Adventures,2008,Action,LucasArts,78,E10+,2.34
Resident Evil - Code: Veronica X,2001,Action,Capcom,84,M,2.34
Kinect Sports: Season Two,2011,Sports,Microsoft Game Studios,66,E,2.34
Paper Mario: Sticker Star,2012,Role-Playing,Nintendo,75,E,2.33
Madden NFL 17,2016,Sports,Electronic Arts,82,E,2.33
My Fitness Coach,2008,Sports,Ubisoft,,E,2.32
Mario Tennis,2000,Sports,Nintendo,,,2.32
Grand Theft Auto,1997,Action,Take-Two Interactive,,,2.32
James Bond 007: Everything or Nothing,2004,Shooter,Electronic Arts,84,T,2.31
Need For Speed: High Stakes,1999,Racing,Electronic Arts,86,E,2.31
Chrono Trigger,1995,Role-Playing,SquareSoft,,,2.31
Cool Boarders 3,1998,Sports,989 Studios,,,2.31
Tom Clancys The Division,2016,Shooter,Ubisoft,80,M,2.3
Batman: Arkham Origins,2013,Action,Warner Bros. Interactive Entertainment,76,T,2.3
WarioWare Touched!,2004,Puzzle,Nintendo,,,2.3
Yokai Watch Busters,2015,Action,Level 5,,,2.29
LEGO Star Wars: The Complete Saga,2007,Action,LucasArts,80,E10+,2.29
Tomb Raider II,1997,Action,Eidos Interactive,,,2.29
Need for Speed Underground 2,2004,Racing,Electronic Arts,77,E,2.28
LEGO Harry Potter: Years 1-4,2010,Action,Warner Bros. Interactive Entertainment,72,E10+,2.28
Pro Evolution Soccer 2010,2009,Sports,Konami Digital Entertainment,78,E,2.28
Tom Clancys Rainbow Six: Siege,2015,Shooter,Ubisoft,73,M,2.28
The Sims 3,2010,Simulation,Electronic Arts,76,T,2.28
Mario Bros.,1983,Platform,Nintendo,,,2.28
FIFA Soccer 09,2008,Sports,Electronic Arts,82,E,2.28
Pokemon Ranger: Shadows of Almia,2008,Role-Playing,Nintendo,68,E,2.28
TOCA Touring Car Championship,1997,Racing,Codemasters,,,2.28
Sonics Ultimate Genesis Collection,2009,Misc,Sega,80,E10+,2.27
Dead Island,2011,Action,Deep Silver,71,M,2.27
Kirby: Nightmare in Dream Land,2002,Platform,Nintendo,81,E,2.27
Wario Land 4,2001,Platform,Nintendo,88,E,2.26
Madden NFL 25,2013,Sports,Electronic Arts,80,E,2.26
Yokai Watch,2013,Role-Playing,Nintendo,,,2.26
Gears of War 4,2016,Shooter,Microsoft Game Studios,84,M,2.26
Forza Motorsport 5,2013,Racing,Microsoft Game Studios,79,E,2.25
Onimusha 2: Samurais Destiny,2002,Adventure,Capcom,84,M,2.25
Madden NFL 12,2011,Sports,Electronic Arts,79,E,2.25
Cool Boarders 2,1997,Sports,UEP Systems,,,2.25
Paper Mario: The Thousand-Year Door,2004,Role-Playing,Nintendo,87,E,2.25
LEGO Marvel Super Heroes,2013,Action,Warner Bros. Interactive Entertainment,80,E10+,2.25
God of War: Ascension,2013,Action,Sony Computer Entertainment,80,M,2.25
Guitar Hero III: Legends of Rock,2007,Misc,Activision,83,T,2.24
Sonic Advance,2001,Platform,Sega,87,E,2.24
Assassins Creed IV: Black Flag,2013,Action,Ubisoft,,M,2.24
Super Monkey Ball: Banana Blitz,2006,Misc,Sega,74,E,2.24
Just Dance Kids,2010,Misc,Ubisoft,,E,2.24
Call of Duty 3,2006,Shooter,Activision,69,T,2.24
New Super Luigi U,2013,Platform,Nintendo,77,E,2.24
Dissidia: Final Fantasy,2008,Fighting,Square Enix,79,T,2.23
Spyro: Season of Ice,2001,Platform,Vivendi Games,74,E,2.23
Borderlands 2,2012,Shooter,Take-Two Interactive,91,M,2.23
Teenage Mutant Ninja Turtles II: The Arcade Game,1990,Action,Konami Digital Entertainment,,,2.23
Dance Dance Revolution X2,2009,Simulation,Konami Digital Entertainment,,E10+,2.23
Prince of Persia: The Sands of Time,2003,Action,Ubisoft,92,T,2.22
