Name,Year_of_Release,Genre,Publisher,Critic_Score,ESRB_Rating,Global_Sale
LEGO Batman: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,76,E10+,3400000
FIFA Soccer 2003,2002,Sports,Electronic Arts,88,E,3400000
Crash Bash,2000,Misc,Sony Computer Entertainment,68,E,3390000
Destiny,2014,Shooter,Activision,75,T,3380000
Monster Hunter X,2015,Action,Capcom,,,3370000
Final Fantasy XV,2016,Role-Playing,Square Enix,82,T,3370000
WWF War Zone,1998,Fighting,Acclaim Entertainment,,,3360000
The Legend of Zelda: Majoras Mask,2000,Action,Nintendo,,,3360000
Far Cry 3,2012,Shooter,Ubisoft,90,M,3350000
Rugrats: Search For Reptar,1998,Adventure,THQ,,,3340000
Yokai Watch 2 Ganso/Honke,2014,Role-Playing,Nintendo,,,3330000
English Training: Have Fun Improving Your Skills!,2006,Misc,Nintendo,,,3330000
James Bond 007: Nightfire,2002,Shooter,Electronic Arts,77,T,3330000
Ratchet & Clank,2002,Platform,Sony Computer Entertainment,,,3330000
Star Wars Episode III: Revenge of the Sith,2005,Action,LucasArts,60,T,3320000
The Legend of Zelda: Spirit Tracks,2009,Action,Nintendo,87,E10+,3310000
Max Payne,2001,Shooter,Take-Two Interactive,80,M,3310000
Halo: The Master Chief Collection,2014,Shooter,Microsoft Game Studios,85,M,3310000
Assassins Creed IV: Black Flag,2013,Action,Ubisoft,86,M,3310000
Minecraft,2014,Misc,Microsoft Game Studios,,,3300000
The Lord of the Rings: The Return of the King,2003,Action,Electronic Arts,85,T,3280000
Super Mario Maker,2015,Platform,Nintendo,88,E,3280000
Gran Turismo 6,2013,Racing,Sony Computer Entertainment,81,E,3280000
True Crime: Streets of LA,2003,Action,Activision,77,M,3270000
Professor Layton and the Unwound Future,2008,Puzzle,Nintendo,86,E10+,3260000
FIFA 16,2015,Sports,Electronic Arts,84,E,3260000
Gran Turismo (PSP),2009,Racing,Sony Computer Entertainment,,,3260000
Madden NFL 16,2015,Sports,Electronic Arts,83,E,3260000
Wii Music,2008,Misc,Nintendo,63,E,3250000
Tekken,1995,Fighting,Sony Computer Entertainment,,,3240000
FIFA 17,2016,Sports,Electronic Arts,84,E,3240000
The Sims 4,2014,Simulation,Electronic Arts,70,T,3230000
007: Tomorrow Never Dies,1999,Shooter,Electronic Arts,,,3210000
Baseball,1983,Sports,Nintendo,,,3200000
WWF SmackDown! 2: Know Your Role,2000,Fighting,THQ,,,3200000
Killer Instinct,1995,Fighting,Nintendo,,,3200000
Dragon Quest VI: Maboroshi no Daichi,1995,Role-Playing,Enix Corporation,,,3190000
God of War: Chains of Olympus,2008,Action,Sony Computer Entertainment,91,M,3180000
L.A. Noire,2011,Adventure,Take-Two Interactive,89,M,3180000
Enter the Matrix,2003,Action,Atari,62,T,3180000
Crisis Core: Final Fantasy VII,2007,Role-Playing,Square Enix,83,T,3180000
Dance Central,2010,Misc,MTV Games,82,T,3170000
Ace Combat 04: Shattered Skies,2001,Simulation,Sony Computer Entertainment Europe,89,E,3170000
Animal Crossing: Happy Home Designer,2015,Simulation,Nintendo,66,E,3160000
Animal Crossing,2001,Simulation,Nintendo,87,E,3150000
FIFA Soccer 08,2007,Sports,Electronic Arts,83,E,3140000
Mario Party 9,2012,Misc,Nintendo,73,E,3140000
Club Penguin: Elite Penguin Force,2008,Adventure,Disney Interactive Studios,,E,3140000
Spider-Man,2000,Action,Activision,87,E,3130000
The Legend of Zelda: A Link Between Worlds,2013,Action,Nintendo,91,E,3130000
Need for Speed III: Hot Pursuit,1998,Racing,Electronic Arts,88,E,3120000
Star Wars Episode I Racer,1999,Racing,Nintendo,,,3120000
Sonic Rush,2005,Platform,Sega,82,E,3120000
Fallout: New Vegas,2010,Role-Playing,Bethesda Softworks,82,M,3120000
Dragon Warrior IV,1990,Role-Playing,Enix Corporation,,,3120000
Personal Trainer: Cooking,2006,Misc,Nintendo,81,E,3120000
Rhythm Heaven,2008,Misc,Nintendo,83,E,3110000
The Elder Scrolls IV: Oblivion,2007,Role-Playing,Ubisoft,93,M,3100000
Resident Evil 6,2012,Shooter,Capcom,74,M,3100000
Mass Effect 2,2010,Role-Playing,Electronic Arts,96,M,3100000
Dragon Ball Z: Budokai,2002,Fighting,Atari,67,T,3090000
Madden NFL 2002,2001,Sports,Electronic Arts,94,E,3080000
World Class Track Meet,1986,Sports,Namco Bandai Games,,,3080000
Donkey Kong,1994,Platform,Nintendo,,,3070000
The Sims: Vacation,2002,Simulation,Electronic Arts,75,T,3070000
LEGO Batman: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,74,E10+,3070000
LEGO Batman: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,72,E10+,3050000
Borderlands 2,2012,Shooter,Take-Two Interactive,89,M,3050000
Kung Fu Panda,2008,Action,Activision,75,E10+,3050000
Mass Effect 3,2012,Role-Playing,Electronic Arts,93,M,3040000
Saints Row 2,2008,Action,THQ,81,M,3040000
Heavy Rain,2010,Adventure,Sony Computer Entertainment,87,M,3030000
Rayman,1995,Platform,Ubisoft,,,3030000
Tom Clancys Splinter Cell,2002,Action,Ubisoft,93,T,3020000
FIFA 14,2013,Sports,Electronic Arts,87,E,3020000
Mike Tysons Punch-Out!!,1987,Fighting,Nintendo,,,3020000
WWE SmackDown! Shut Your Mouth,2002,Sports,THQ,,,3020000
NBA 2K13,2012,Sports,Take-Two Interactive,88,E,3010000
Killzone 2,2009,Shooter,Sony Computer Entertainment,91,M,3010000
Far Cry 3,2012,Shooter,Ubisoft,91,M,3010000
Epic Mickey,2010,Platform,Disney Interactive Studios,73,E,3000000
Dragon Ball Z: Budokai Tenkaichi 3,2007,Fighting,Atari,73,T,3000000
wwe Smackdown vs. Raw 2006,2005,Fighting,THQ,,,3000000
Star Fox,1993,Shooter,Nintendo,,,2990000
The Sims: Livin Large,2000,Misc,Electronic Arts,82,T,2990000
World Soccer Winning Eleven 6 International,2002,Sports,Konami Digital Entertainment,93,E,2990000
Devil May Cry,2001,Action,Capcom,94,M,2990000
Middle-Earth: Shadow of Mordor,2014,Action,Warner Bros. Interactive Entertainment,84,M,2970000
Star Wars: The Old Republic,2011,Role-Playing,Electronic Arts,85,T,2970000
Titanfall,2014,Shooter,Electronic Arts,86,M,2960000
Sonic Heroes,2003,Platform,Sega,64,E,2960000
Hitman 2: Silent Assassin,2002,Action,Eidos Interactive,85,M,2960000
Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,88,M,2950000
Wave Race 64,1996,Racing,Nintendo,,,2940000
SOCOM II: U.S. Navy SEALs,2003,Shooter,Sony Computer Entertainment,87,M,2940000
WWE SmackDown! vs. RAW 2006,2005,Fighting,THQ,,,2940000
Street Fighter IV,2009,Fighting,Capcom,93,T,2940000
Pac-Man Collection,2001,Puzzle,Atari,79,E,2940000
inFAMOUS,2009,Action,Sony Computer Entertainment,85,T,2930000
Call of Duty: Ghosts,2013,Shooter,Activision,78,M,2930000
FIFA 15,2014,Sports,Electronic Arts,,E,2920000
Kirby Super Star Ultra,2008,Platform,Nintendo,76,E,2920000
Super Mario World 2: Yoshis Island,2002,Platform,Nintendo,,,2910000
Mass Effect,2007,Role-Playing,Microsoft Game Studios,91,M,2910000
Sonic Mega Collection Plus,2004,Misc,Sega,73,E,2900000
World Soccer Winning Eleven 7 International,2003,Sports,Konami Digital Entertainment,93,E,2900000
Sega Superstars Tennis,2008,Sports,Sega,67,E10+,2890000
Hot Shots Golf 3,2001,Sports,Sony Computer Entertainment,85,E,2890000
Cooking Mama: Cook Off,2007,Simulation,505 Games,61,E,2890000
WarioWare: Smooth Moves,2006,Puzzle,Nintendo,83,E10+,2890000
Call of Duty: Finest Hour,2004,Shooter,Activision,76,T,2890000
Syphon Filter,1999,Shooter,Sony Computer Entertainment,90,T,2880000
Imagine: Babyz,2007,Simulation,Ubisoft,,E,2870000
Colin McRae Rally,1998,Racing,Codemasters,,,2870000
Mortal Kombat X,2015,Fighting,Warner Bros. Interactive Entertainment,83,M,2860000
Madden NFL 13,2012,Sports,Electronic Arts,81,E,2860000
The Elder Scrolls III: Morrowind,2002,Role-Playing,Ubisoft,87,T,2860000
Assassins Creed IV: Black Flag,2013,Action,Ubisoft,83,M,2850000
Yoshis Story,1997,Platform,Nintendo,,,2850000
F-Zero,1990,Racing,Nintendo,,,2850000
Command & Conquer: Red Alert,1996,Strategy,Virgin Interactive,,,2850000
Mortal Kombat,2011,Fighting,Warner Bros. Interactive Entertainment,84,M,2850000
Madden NFL 10,2009,Sports,Electronic Arts,85,E,2830000
WWE SmackDown! vs. Raw,2002,Fighting,THQ,,,2830000
BioShock,2007,Shooter,Take-Two Interactive,96,M,2830000
Metroid Prime,2002,Shooter,Nintendo,97,T,2820000
Assassins Creed: Brotherhood,2010,Action,Ubisoft,90,M,2820000
Finding Nemo,2003,Action,THQ,,E,2820000
Zumba Fitness 2,2011,Sports,Majesco Entertainment,,T,2820000
Myst,1994,Adventure,Red Or,,,2810000
Medal of Honor,2010,Shooter,Electronic Arts,75,M,2810000
Need for Speed: Most Wanted,2012,Racing,Electronic Arts,,,2810000
Imagine: Fashion Designer,2007,Simulation,Ubisoft,,E,2800000
inFAMOUS: Second Son,2014,Action,Sony Computer Entertainment,80,T,2800000
WWE SmackDown! Here Comes the Pain,2003,Fighting,THQ,,,2800000
Hot Shots Golf,1997,Sports,Sony Computer Entertainment,,,2790000
A Bugs Life,1998,Platform,Sony Computer Entertainment,,,2790000
WWF SmackDown! Just Bring It,2001,Fighting,THQ,,,2790000
Dragon Quest V: Tenkuu no Hanayome,1992,Role-Playing,Enix Corporation,,,2790000
Mortal Kombat Trilogy,1996,Fighting,GT Interactive,,,2790000
Monster Hunter Tri,2011,Role-Playing,Nintendo,,,2790000
NBA Street,2001,Sports,Electronic Arts,89,E,2790000
Jak II,2003,Platform,Sony Computer Entertainment,87,T,2780000
Ratchet & Clank: Going Commando,2003,Platform,Sony Computer Entertainment,,,2780000
Killzone 3,2011,Shooter,Sony Computer Entertainment,84,M,2780000
Need for Speed: Hot Pursuit,2010,Racing,Electronic Arts,89,E10+,2780000
Skylanders: Spyros Adventure,2011,Action,Activision,81,E10+,2780000
Battlefield 3,2011,Shooter,Electronic Arts,89,M,2780000
The Sims,2003,Simulation,Electronic Arts,83,T,2770000
Star Wars: The Force Unleashed,2008,Action,LucasArts,73,T,2770000
Saints Row: The Third,2011,Action,THQ,84,M,2770000
Yoshis Island DS,2006,Platform,Nintendo,81,E,2760000
Missile Command,1980,Shooter,Atari,,,2760000
Mario Paint,1992,Misc,Nintendo,,,2750000
Tekken 6,2009,Fighting,Namco Bandai Games,79,T,2750000
Pok\xc3\xa9mon Stadium 2,2000,Strategy,Nintendo,,,2730000
Sonic and the Secret Rings,2007,Platform,Sega,69,E,2730000
Metroid,1986,Action,Nintendo,,,2730000
FIFA 16,2015,Sports,Electronic Arts,,E,2720000
L.A. Noire,2011,Adventure,Take-Two Interactive,89,M,2700000
The Legend of Zelda: A Link to the Past,2002,Action,Nintendo,95,E,2700000
Onimusha: Warlords,2001,Action,Virgin Interactive,86,M,2700000
Mario Party,1998,Misc,Nintendo,,,2700000
Call of Duty 3,2006,Shooter,Activision,82,T,2700000
Madden NFL 12,2011,Sports,Electronic Arts,78,E,2700000
LEGO Star Wars II: The Original Trilogy,2006,Action,LucasArts,84,E10+,2690000
Killzone: Shadow Fall,2013,Shooter,Sony Computer Entertainment,73,M,2690000
Madden NFL 11,2010,Sports,Electronic Arts,84,E,2690000
Yokai Watch 2 Shinuchi,2014,Role-Playing,Level 5,,,2680000
Burnout 3: Takedown,2004,Racing,Electronic Arts,93,T,2680000
Professor Layton and the Last Specter,2009,Puzzle,Nintendo,83,E10+,2670000
Mortal Kombat,1992,Fighting,Arena Entertainment,,,2670000
Mario vs. Donkey Kong: Mini-Land Mayhem!,2010,Puzzle,Nintendo,79,E,2670000
Call Of Duty 2: Big Red One,2005,Shooter,Activision,77,T,2670000
Medal of Honor,1998,Shooter,Electronic Arts,92,T,2670000
Skate 3,2010,Sports,Electronic Arts,80,T,2660000
Fable,2004,Role-Playing,Microsoft Game Studios,85,M,2660000
Guitar Hero: World Tour,2008,Misc,Activision,85,T,2660000
Hannah Montana,2006,Action,Disney Interactive Studios,,E,2650000
Tom Clancys Splinter Cell,2003,Action,Ubisoft,89,T,2650000
Super Mario Bros.: The Lost Levels,1986,Platform,Nintendo,,,2650000
Need for Speed: Shift,2009,Racing,Electronic Arts,84,E,2650000
Star Wars: Shadows of the Empire,1996,Action,Nintendo,,,2650000
Medal of Honor Heroes,2006,Shooter,Electronic Arts,71,T,2650000
Final Fantasy XIII-2,2011,Role-Playing,Square Enix,79,T,2630000
Midnight Club: Street Racing,2000,Racing,Take-Two Interactive,78,T,2630000
Halo Wars,2009,Strategy,Microsoft Game Studios,82,T,2630000
NBA 2K12,2011,Sports,Take-Two Interactive,90,E,2630000
ESPN NFL 2K5,2004,Sports,Sega,90,E,2620000
FIFA Soccer 10,2009,Sports,Electronic Arts,90,E,2620000
Medal of Honor,2010,Shooter,Electronic Arts,74,M,2620000
Pac-Man: Adventures in Time,2006,Fighting,Sony Computer Entertainment,,,2620000
Harry Potter and the Chamber of Secrets,2002,Action,Electronic Arts,71,E,2610000
Streets of Rage,1990,Action,Sega,,,2600000
God of War Collection,2009,Action,Sony Computer Entertainment,91,M,2600000
LEGO Star Wars: The Complete Saga,2007,Action,LucasArts,80,E10+,2590000
NBA Live 2005,2004,Sports,Electronic Arts,84,E,2590000
FIFA Soccer 09,2008,Sports,Electronic Arts,87,E,2590000
Mario Strikers Charged,2007,Sports,Nintendo,79,E10+,2580000
Style Savvy,2008,Simulation,Nintendo,73,E,2580000
Super Mario All-Stars: Limited Edition,2010,Platform,Nintendo,,,2580000
WWE SmackDown vs. RAW 2007,2006,Fighting,THQ,80,T,2580000
Bloodborne,2015,Action,Sony Computer Entertainment,92,M,2580000
Ratchet & Clank: Up Your Arsenal,2004,Platform,Sony Computer Entertainment,,,2570000
Madden NFL 08,2007,Sports,Electronic Arts,78,E,2570000
Overwatch,2016,Shooter,Activision,90,T,2570000
Monster Hunter Freedom 2,2007,Role-Playing,Capcom,72,T,2570000
Madden NFL 13,2012,Sports,Electronic Arts,83,E,2570000
Ghostbusters: The Video Game (DS Version),2009,Action,Take-Two Interactive,,,2570000
Ratchet & Clank Future: Tools of Destruction,2007,Platform,Sony Computer Entertainment,,,2560000
Sonic Adventure 2 Battle,2001,Platform,Sega,73,E,2560000
Dragon Warrior II,1987,Role-Playing,Enix Corporation,,,2560000
Dragon Age: Origins,2009,Role-Playing,Electronic Arts,86,M,2560000
LittleBigPlanet,2009,Platform,Sony Computer Entertainment,87,E10+,2550000
Pok\xc3\xa9mon Colosseum,2003,Role-Playing,Nintendo,73,E,2540000
Madden NFL 09,2008,Sports,Electronic Arts,83,E,2530000
Space Invaders,1978,Shooter,Atari,,,2530000
Skylanders Giants,2012,Action,Activision,78,E10+,2530000
NBA 2K14,2013,Sports,Take-Two Interactive,87,E,2520000
Art Academy,2010,Misc,Nintendo,75,E,2520000
Crazy Taxi,2001,Racing,Acclaim Entertainment,80,T,2520000
Perfect Dark,2000,Action,Nintendo,,,2520000
Dragon Warrior,1986,Role-Playing,Capcom,,,2520000
Need for Speed (2015),2015,Racing,Electronic Arts,,,2510000
Deca Sports,2008,Sports,Konami Digital Entertainment,50,E,2500000
PES 2009: Pro Evolution Soccer,2008,Sports,Konami Digital Entertainment,,,2500000
Mario Party 2,1999,Misc,Nintendo,,,2500000
Marvel: Ultimate Alliance,2006,Role-Playing,Activision,82,T,2500000
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003,Action,Take-Two Interactive,,,2490000
Mortal Kombat: Deadly Alliance,2002,Fighting,Midway Games,79,M,2490000
Game Party,2007,Misc,Midway Games,25,E,2480000
Tomb Raider: The Last Revelation,1998,Action,Eidos Interactive,,,2480000
Mario Party 4,2002,Misc,Nintendo,70,E,2470000
Pure,2008,Racing,Disney Interactive Studios,85,E,2470000
Rock Band,2007,Misc,Electronic Arts,92,T,2470000
NBA 2K13,2012,Sports,Take-Two Interactive,90,E,2470000
Saints Row: The Third,2011,Action,THQ,82,M,2470000
Resistance 2,2008,Shooter,Sony Computer Entertainment,87,M,2470000
NBA 2K15,2014,Sports,Take-Two Interactive,83,E,2460000
Midnight Club: Los Angeles,2008,Racing,Take-Two Interactive,82,T,2460000
Final Fantasy Tactics,1997,Role-Playing,SquareSoft,83,T,2450000
Final Fantasy V,1992,Role-Playing,SquareSoft,,,2450000
Twisted Metal 2,1996,Racing,Sony Computer Entertainment,,,2440000
LEGO Harry Potter: Years 1-4,2010,Action,Warner Bros. Interactive Entertainment,79,E10+,2430000
The Sims: Bustin Out,2003,Simulation,Electronic Arts,81,T,2430000
Madden NFL 16,2015,Sports,Electronic Arts,84,E,2430000
Riven: The Sequel to Myst,1997,Adventure,Red Or,83,E,2430000
uDraw Studio,2010,Misc,THQ,71,E,2420000
Sonic Adventure,1998,Platform,Sega,,,2420000
Ice Hockey,1988,Sports,Nintendo,,,2420000
Tom Clancys Rainbow Six: Vegas 2,2008,Shooter,Ubisoft,82,M,2420000
Tomb Raider (2013),2013,Action,Square Enix,,,2420000
Need for Speed Carbon: Own the City,2006,Racing,Electronic Arts,73,E10+,2420000
Dragon Ball Z: Budokai 2,2003,Fighting,Atari,66,T,2410000
pro evolution soccer 2011,2010,Sports,Konami Digital Entertainment,77,E,2410000
ATV Offroad Fury,2001,Racing,Sony Computer Entertainment,82,E,2410000
Dino Crisis,1998,Action,Capcom,,,2410000
Need for Speed: ProStreet,2007,Racing,Electronic Arts,62,E10+,2410000
Halo: Combat Evolved Anniversary,2011,Shooter,Microsoft Game Studios,82,M,2400000
Tetris Plus,1996,Puzzle,JVC,,,2400000
Pro Wrestling,1987,Fighting,Nintendo,,,2400000
Theme Hospital,1997,Strategy,Electronic Arts,,K-A,2400000
Froggers Adventures: Temple of the Frog,2001,Adventure,Konami Digital Entertainment,73,E,2390000
Madden NFL 11,2010,Sports,Electronic Arts,83,E,2390000
Monopoly,1994,Misc,Hasbro Interactive,,,2390000
NBA 2K17,2016,Sports,Take-Two Interactive,88,E,2390000
Guitar Hero,2005,Misc,RedOctane,91,T,2380000
WCW/nWo Revenge,1998,Fighting,THQ,,,2380000
The Legend of Zelda: Majoras Mask 3D,2015,Action,Nintendo,89,E10+,2380000
Far Cry: Primal,2016,Action,Ubisoft,76,M,2380000
Yu-Gi-Oh! The Duelists of the Roses,2001,Misc,Konami Digital Entertainment,,,2380000
Dead Island,2011,Action,Deep Silver,71,M,2370000
Half-Life 2,2004,Shooter,Vivendi Games,96,M,2370000
The Incredibles,2004,Action,THQ,62,T,2370000
Zumba Fitness,2010,Sports,505 Games,42,E,2370000
Madden NFL 08,2007,Sports,Electronic Arts,85,E,2370000
Tony Hawks Underground 2,2004,Sports,Activision,83,T,2370000
NBA 2K16,2015,Sports,Take-Two Interactive,86,E10+,2370000
Madden NFL 10,2009,Sports,Electronic Arts,85,E,2370000
Kirbys Dream Land 2,1995,Platform,Nintendo,,,2360000
Midnight Club: Los Angeles,2008,Racing,Take-Two Interactive,81,T,2360000
Donkey Kong Land II,1996,Platform,Nintendo,,,2350000
Dragon Warrior Monsters,1998,Role-Playing,Eidos Interactive,,,2350000
Kinect: Disneyland Adventures,2011,Misc,Microsoft Game Studios,73,E10+,2350000
Guild Wars 2,2012,Action,NCSoft,90,T,2340000
WWE SmackDown vs Raw 2008,2007,Fighting,THQ,71,T,2340000
LEGO Indiana Jones: The Original Adventures,2008,Action,LucasArts,78,E10+,2340000
Resident Evil - Code: Veronica X,2001,Action,Capcom,84,M,2340000
Kinect Sports: Season Two,2011,Sports,Microsoft Game Studios,66,E,2340000
Paper Mario: Sticker Star,2012,Role-Playing,Nintendo,75,E,2330000
Madden NFL 17,2016,Sports,Electronic Arts,82,E,2330000
My Fitness Coach,2008,Sports,Ubisoft,,E,2320000
Mario Tennis,2000,Sports,Nintendo,,,2320000
Grand Theft Auto,1997,Action,Take-Two Interactive,,,2320000
James Bond 007: Everything or Nothing,2004,Shooter,Electronic Arts,84,T,2310000
Need For Speed: High Stakes,1999,Racing,Electronic Arts,86,E,2310000
Chrono Trigger,1995,Role-Playing,SquareSoft,,,2310000
Cool Boarders 3,1998,Sports,989 Studios,,,2310000
Tom Clancys The Division,2016,Shooter,Ubisoft,80,M,2300000
Batman: Arkham Origins,2013,Action,Warner Bros. Interactive Entertainment,76,T,2300000
WarioWare Touched!,2004,Puzzle,Nintendo,,,2300000
Yokai Watch Busters,2015,Action,Level 5,,,2290000
LEGO Star Wars: The Complete Saga,2007,Action,LucasArts,80,E10+,2290000
Tomb Raider II,1997,Action,Eidos Interactive,,,2290000
Need for Speed Underground 2,2004,Racing,Electronic Arts,77,E,2280000
LEGO Harry Potter: Years 1-4,2010,Action,Warner Bros. Interactive Entertainment,72,E10+,2280000
Pro Evolution Soccer 2010,2009,Sports,Konami Digital Entertainment,78,E,2280000
Tom Clancys Rainbow Six: Siege,2015,Shooter,Ubisoft,73,M,2280000
The Sims 3,2010,Simulation,Electronic Arts,76,T,2280000
Mario Bros.,1983,Platform,Nintendo,,,2280000
FIFA Soccer 09,2008,Sports,Electronic Arts,82,E,2280000
Pokemon Ranger: Shadows of Almia,2008,Role-Playing,Nintendo,68,E,2280000
TOCA Touring Car Championship,1997,Racing,Codemasters,,,2280000
Sonics Ultimate Genesis Collection,2009,Misc,Sega,80,E10+,2270000
Dead Island,2011,Action,Deep Silver,71,M,2270000
Kirby: Nightmare in Dream Land,2002,Platform,Nintendo,81,E,2270000
Wario Land 4,2001,Platform,Nintendo,88,E,2260000
Madden NFL 25,2013,Sports,Electronic Arts,80,E,2260000
Yokai Watch,2013,Role-Playing,Nintendo,,,2260000
Gears of War 4,2016,Shooter,Microsoft Game Studios,84,M,2260000
Forza Motorsport 5,2013,Racing,Microsoft Game Studios,79,E,2250000
Onimusha 2: Samurais Destiny,2002,Adventure,Capcom,84,M,2250000
Madden NFL 12,2011,Sports,Electronic Arts,79,E,2250000
Cool Boarders 2,1997,Sports,UEP Systems,,,2250000
Paper Mario: The Thousand-Year Door,2004,Role-Playing,Nintendo,87,E,2250000
LEGO Marvel Super Heroes,2013,Action,Warner Bros. Interactive Entertainment,80,E10+,2250000
God of War: Ascension,2013,Action,Sony Computer Entertainment,80,M,2250000
Guitar Hero III: Legends of Rock,2007,Misc,Activision,83,T,2240000
Sonic Advance,2001,Platform,Sega,87,E,2240000
Assassins Creed IV: Black Flag,2013,Action,Ubisoft,,M,2240000
